,COMPANY,COMPANY_CODE,PROJECT_NAME,PROJECT_NUMBER,ASSOCIATE_TYPE,ASSOCIATE_COMPANY(AC),AC_CODE,AC_COUNTRY,AC_ADDRESS,AC_PINCODE,AC_CITY,AC_STATE,AC_TEL_NO,AC_FAX,AC_EMAIL,AC_WEBSITE
24907,National Highways Authority Of India,155597,Meerut New Bypass (NH-58) to Meerut-Najibabad (NH-119) (NH-709A) Four Lane Link Road Project (Four Lane Spur of Meerut-GarhMukteshwar Section),1938,Contractor,Dev Yash Projects & Infrastructure Pvt. Ltd.,604509,India,,NA,,,,,,
24908,National Highways Authority Of India,155597,Meerut to after bridge over river Yamuna (Haryana) via Shamli (NH-709A) Four Lane Highway Project,1684,Contractor,Dineshchandra R Agarwal Infracon Pvt. Ltd.,396222,India,"Registered Office:Agarwal Complex Near Lions Hall,",385535,Banas Kantha,Gujarat,91-2744-222115,,dra99@rediffmail.com,www.draipl.com
24909,National Highways Authority Of India,155597,Meerut-Baghpat-UP/Haryana Border (Sonipat) (NH-334B) Two Lane Highway Project (Bharatmala),1672,Contractor,Raj Shyama Constructions Pvt. Ltd.,389920,India,"Registered Office:49 F/F Ring Road, Lajpatnagar,",110024,New Delhi,NCT of Delhi,,,rajshyama.gzb@gmail.com,
24910,National Highways Authority Of India,155597,Meerut-Budhana-Shamli-UP/Haryana Border (Karnal) NH-709A Four Lane Highway Project,1674,Consultant,Chaitanya Projects Consultancy Pvt. Ltd.,576447,India,"Registered Office:1st Floor, Tower 3, Okaya Centre, Sector 62,",201301,Noida,Uttar Pradesh,91-120-4110472,,info@cpcmail.in,www.chaitanyaprojects.com
24911,National Highways Authority Of India,155597,Meerut-Najibabad (NH-119) Four Lane Highway Project (Package-2),2116,Contractor,Gawar Construction Ltd.,395417,India,"Corporate Office:SF-01, JMD Galleria, Sohna Road,",122001,Gurgaon,Haryana,91-124-4854000,91-124-4854001,finance@gawar.in,
24912,National Highways Authority Of India,155597,Mehsi-Kotwa (LMNHP-11) Four-Laning Highway Project,702,Contractor,Madhucon Projects Ltd.,134113,India,"Corporate Office:Madhucon House, Plot No.1129/A, Road No.36, Jubilee Hills,",500033,Hyderabad,Telangana,91-40-23556001,91-40-23556005,cs@madhucon.com,www.madhucon.com
24913,National Highways Authority Of India,155597,"Melur-Karaikudi (NH-338, 36 & 383 Ext) Four Lane Highway Project (Thanjavur-Madurai Greenfield Project) (Bharatmala)",1495,Consultant,Intercontinental Consultants & Technocrats Pvt. Ltd.,101811,India,"Corporate Office:A - 8 & A -9, Green Park Main,",110016,New Delhi,NCT of Delhi,91-11-40863000,91-11-26855252,business@ictonline.com,www.ictonline.com
24914,National Highways Authority Of India,155597,"Melur-Karaikudi (NH-338, 36 & 383 Ext) Four Lane Highway Project (Thanjavur-Madurai Greenfield Project) (Bharatmala)",1495,Contractor,K M C Constructions Ltd.,112439,India,"Corporate Office:Plot No 85, Road No 72, Prashasan Nagar, Jubilee Hills,",500033,Hyderabad,Telangana,91-40-23558061,91-40-23558060,,www.kmcgroup.co.in
24915,National Highways Authority Of India,155597,"Melur-Karaikudi (NH-338, 36 & 383 Ext) Four Lane Highway Project (Thanjavur-Madurai Greenfield Project) (Bharatmala)",1495,Contractor,J S R Infra Developers Pvt. Ltd.,527573,India,"Registered Office:No.4, 10 A, East Cross Road, Gandhi Nagar,",632006,Vellore,Tamil Nadu,91-44-28152840,,akrishnamoorthyfca@gmail.com,www.jsrinfraa.com
24916,National Highways Authority Of India,155597,Memmadpur-Dairi-Kharar Four Lane & IT City Chowk-Kurali Chandigarh Road Six Lane Highway Project (Bharatmala),1857,Consultant,Voyants Solutions Pvt. Ltd.,436055,India,"Registered Office:403, 4th Floor, Park Centra, Sector 30, Opp. 32nd Milestone, NH-8,",122001,Gurgaon,Haryana,91-124-4598200,91-124-4019051,arunkumar@adrasl.com,www.voyants.in
24917,National Highways Authority Of India,155597,Memmadpur-Dairi-Kharar Four Lane & IT City Chowk-Kurali Chandigarh Road Six Lane Highway Project (Bharatmala),1857,Consultant,L N Malviya Infra Projects Pvt. Ltd.,512280,India,"Registered Office:Plot No. 1, City Centre, T-10, 3rd Floor, M P Nagar, Zone I, Press Complex,",462011,Bhopal,Madhya Pradesh,91-755-4295421,91-755-4295421,hec_bhopal@rediffmail.com,www.lninfra.com
24918,National Highways Authority Of India,155597,Memmadpur-Dairi-Kharar Four Lane & IT City Chowk-Kurali Chandigarh Road Six Lane Highway Project (Bharatmala),1857,Consultant,G-eng Advisory Services Pvt. Ltd.,604206,India,,NA,,,,,,
24919,National Highways Authority Of India,155597,Memmadpur-Dairi-Kharar Four Lane & IT City Chowk-Kurali Chandigarh Road Six Lane Highway Project (Bharatmala),1857,Contractor,Ashoka Buildcon Ltd.,22247,India,"Registered Office:S No.861, Ashoka House, Ashoka Marg, Ashoka Nagar,",422011,Nashik,Maharashtra,91-253-6633705,91-253-2236704,investors@ashokabuildcon.com,www.ashokabuildcon.com
24920,National Highways Authority Of India,155597,MES College Junction-Padinajrekar Road Widening Project,1727,Promoter,Ministry Of Road Transport & Highways,301849,India,"Registered Office:Transport Bhavan, 1, Parliament Street,",110001,New Delhi,Delhi,91-11-23753991,,nr.gokarn@nic.in,www.morth.nic.in
24921,National Highways Authority Of India,155597,MH/KT Border-Belgaum (NH-48) Six Lane Highway Project (Bharatmala),1850,Consultant,Stup Consultants Pvt. Ltd.,237364,India,"Registered Office:Unit No. 2702, 27th Floor, Rupa Renaissance, Plot D-33, D-207, Juinagar, MIDC TTC Industrial Area,",400705,Mumbai,Maharashtra,,,mumbai@stupmail.com,www.stupco.com
24922,National Highways Authority Of India,155597,MH/KT Border-Belgaum (NH-48) Six Lane Highway Project (Bharatmala),1850,Contractor,Ashoka Buildcon Ltd.,22247,India,"Registered Office:S No.861, Ashoka House, Ashoka Marg, Ashoka Nagar,",422011,Nashik,Maharashtra,91-253-6633705,91-253-2236704,investors@ashokabuildcon.com,www.ashokabuildcon.com
24923,National Highways Authority Of India,155597,MH/KT Border-Belgaum (NH-48) Six Lane Highway Project (Bharatmala),1850,Contractor,Shri S M Autade Pvt. Ltd.,510451,India,"Registered Office:Plot No. 17, CTS No. 1620, Giriraj Co-operative Housing Society",411007,Pune,Maharashtra,91-20-25640391,,accounts@autadegroup.com,www.autadegroup.com
24924,National Highways Authority Of India,155597,Mirya-Hatkhamba & Pali-Sakharpa Four Lane Highway (Package-I of Ratnagiri-Kolhapur section of NH-166) Project,1445,Contractor,Ravi Infrabuild Projects Pvt. Ltd.,389581,India,"Registered Office:95, Hiran Magri, Sector 11,",313002,Udaipur,Rajasthan,91-294-2482238,91-294-2482193,raviinfra@gmail.com,www.raviinfra.com
24925,National Highways Authority Of India,155597,Mirza Chauki-Farakka (NH-80) Four Lane Highway Project (Package-I),1486,Contractor,Ram Kripal Singh Construction Pvt. Ltd.,384939,India,"Corporate Office:308 & 309, Suncity Shopping Arcade, Sector-54,",122002,Gurgaon,Haryana,91-124-2572879,,rkscpl@rkscpl.com,www.rkscpl.com
24926,National Highways Authority Of India,155597,Miyati Village-MP-Gujarat Border Eight Lane Carriageway Project (Package 25 of Delhi-Mumbai Expressway),1606,Consultant,A T Kearney India Pvt. Ltd.,342760,India,"Registered Office:818 Indraprakash Building, 21 Barakhamba Road,",110001,New Delhi,NCT of Delhi,91-11-4090700,,shikha.gupta@atkeamey.com,www.atkearney.in
24927,National Highways Authority Of India,155597,Miyati Village-MP-Gujarat Border Eight Lane Carriageway Project (Package 25 of Delhi-Mumbai Expressway),1606,Contractor,G R Infraprojects Ltd.,380699,India,"Corporate Office:2nd Floor, Novus Tower, Plot No. 18, Sector 18,",122015,Gurgaon,Haryana,91-124-6435000,,cs@grinfra.com,www.grinfra.com
24928,National Highways Authority Of India,155597,Mohari-Satai Ghat (NH-934) Four Lane Highway Project (Package-II),2082,Contractor,Shree Girrajjee Infra Heights Pvt. Ltd.,648186,India,,NA,,,,,,
24929,National Highways Authority Of India,155597,Mohol-Wakhri (NH-965) Four Lane Highway Project (Package-I of Sant Dnyaneshwar Maharaj PalkhiMarg) (section of Mohol-Alandi),1441,Contractor,J M Mhatre Infra Pvt. Ltd.,451830,India,"Registered Office:Plot No 492, Market Yard,",410206,Panvel,Maharashtra,91-22-27451625,91-22-27460537,admin@jmminfra.com,www.jmminfra.com
24930,National Highways Authority Of India,155597,Mohol-Wakhri (NH-965) Four Lane Highway Project (Package-I of Sant Dnyaneshwar Maharaj PalkhiMarg) (section of Mohol-Alandi),1441,Contractor,Shri S M Autade Pvt. Ltd.,510451,India,"Registered Office:Plot No. 17, CTS No. 1620, Giriraj Co-operative Housing Society",411007,Pune,Maharashtra,91-20-25640391,,accounts@autadegroup.com,www.autadegroup.com
24931,National Highways Authority Of India,155597,Mokalsar-Jalore (NH-325) Highway Project (Package-II) (Jalore-Barmer-Sirohi),1270,Contractor,H G Infra Engg. Ltd.,410701,India,"Corporate Office:III Floor, Sheel Mohar Plaza, A-1 Tilak Marg, C-Scheme,",302001,Jaipur,Rajasthan,91-141-4106040,91-141-4106044,cs@hginfra.com,www.hginfra.com
24932,National Highways Authority Of India,155597,Mokama-Munger (NH-80) Four-Laning Road project,1567,Consultant,Stup Consultants Pvt. Ltd.,237364,India,"Registered Office:Unit No. 2702, 27th Floor, Rupa Renaissance, Plot D-33, D-207, Juinagar, MIDC TTC Industrial Area,",400705,Mumbai,Maharashtra,,,mumbai@stupmail.com,www.stupco.com
24933,National Highways Authority Of India,155597,Moradabad-Jaspur-Kashipur Four/Six Lane Road (NH-734) Project,1855,Consultant,Sai Consulting Engineers Pvt. Ltd.,380312,India,"Registered Office:Sai House, Block-A, Satyam Corporate Square, B/h Rajpath Club, Opp. Kishan Bunglows, Bodakdev,",380054,Ahmedabad,Gujarat,91-79-66142600,91-79-66142800,mail@saiindia.com,www.saiindia.com
24934,National Highways Authority Of India,155597,Morena-Rairu (Start of Gwalior bypass NS-21/MP) Highway Project,192,Consultant,Gherzi Eastern,81368,India,,NA,,,,,,
24935,National Highways Authority Of India,155597,Morena-Rairu (Start of Gwalior bypass NS-21/MP) Highway Project,192,Turnkey contractor,Backbone Projects Ltd.,28349,India,"Registered Office:Dhanvir Near Ekta Jalaram PL 2, ST-9, University Road,",360005,Rajkot,Gujarat,,,tenderbpl@yahoo.co.in,
24936,National Highways Authority Of India,155597,Motihari (Piprakothi)-Raxaul (NH-28A) Two Lane Highway Project,1698,Consultant,F P India Project Mgmt. Consultancy Services Pvt. Ltd.,75309,India,"Registered Office:No. 3/5, Balgovindwadi, New Prabhadevi Road, Prabhadevi,",400025,Mumbai,Maharashtra,91-22-22001530,91-22-22017915,,
24937,National Highways Authority Of India,155597,Motihari (Piprakothi)-Raxaul (NH-28A) Two Lane Highway Project,1698,Consultant,Rites Ltd.,189557,India,"Corporate Office:Shikhar, Rites Bhawan, Plot No.1, Sector-29,",122001,Gurgaon,Haryana,91-124-2571666,91-124-2571660,info@rites.com,www.rites.com
24938,National Highways Authority Of India,155597,Motihari (Piprakothi)-Raxaul (NH-28A) Two Lane Highway Project,1698,Contractor,Ram Kripal Singh Construction Pvt. Ltd.,384939,India,"Corporate Office:308 & 309, Suncity Shopping Arcade, Sector-54,",122002,Gurgaon,Haryana,91-124-2572879,,rkscpl@rkscpl.com,www.rkscpl.com
24939,National Highways Authority Of India,155597,Mozari Town (NH-53) Four Lane Bypass (Taluka-Tiwasa),2009,Contractor,Dristti Structural Engg. Pvt. Ltd.,533662,India,,NA,,,,,,
24940,National Highways Authority Of India,155597,MP-Gujarat Border near Chhayan village ending after Bridge Over Hadaf River near Hathiyavan village Eight Lane Carriageway Project (Package 26 of Delhi-Mumbai Expressway),1818,Consultant,A T Kearney India Pvt. Ltd.,342760,India,"Registered Office:818 Indraprakash Building, 21 Barakhamba Road,",110001,New Delhi,NCT of Delhi,91-11-4090700,,shikha.gupta@atkeamey.com,www.atkearney.in
24941,National Highways Authority Of India,155597,MP-Gujarat Border near Chhayan village ending after Bridge Over Hadaf River near Hathiyavan village Eight Lane Carriageway Project (Package 26 of Delhi-Mumbai Expressway),1818,Consultant,Chaitanya Projects Consultancy Pvt. Ltd.,576447,India,"Registered Office:1st Floor, Tower 3, Okaya Centre, Sector 62,",201301,Noida,Uttar Pradesh,91-120-4110472,,info@cpcmail.in,www.chaitanyaprojects.com
24942,National Highways Authority Of India,155597,MP-Gujarat Border near Chhayan village ending after Bridge Over Hadaf River near Hathiyavan village Eight Lane Carriageway Project (Package 26 of Delhi-Mumbai Expressway),1818,Contractor,N K C Projects Pvt. Ltd.,394083,India,"Registered Office:Unit No. 154, Vardhman Crown Mall, Plot No. 2 Sec-19, Plot No. 2, Sec-19 Dwarka,",110075,New Delhi,NCT of Delhi,,,compliance@nkcproject.com,www.nkcproject.com
24943,National Highways Authority Of India,155597,MP-Gujarat Border near Chhayan village ending after Bridge Over Hadaf River near Hathiyavan village Eight Lane Carriageway Project (Package 26 of Delhi-Mumbai Expressway),1818,Contractor,Atlas Constructions Pvt. Ltd.,544067,India,"Registered Office:102, Sector-15,",121007,Faridabad,Haryana,91-129-2299112,,hr.acplinfra@gmail.com,www.atlasconstructions.in
24944,National Highways Authority Of India,155597,MP/Raj border-Sarai Cholla (NS/6) Highway Project,190,Consultant,I C T Pvt. Ltd.,284672,India,"Registered Office:A - 8 & A - 9, Green Park Main,",110016,New Delhi,NCT of Delhi,91-11-40863000,91-11-26855252, info@ictonline.com,www.ictonline.com
24945,National Highways Authority Of India,155597,Mubarakpur-Biaora (NH-12) (New NH-46) Four-Laning Road Project  (Package-II of Bhopal-Biaora),1241,Contractor,C D S Infra Projects Ltd.,393833,India,"Registered Office:B -94, Okhla Phase II,",110020,New Delhi,NCT of Delhi,91-11-26389595,91-11-41709590,finance@cdsipl.com,www.cdsipl.com
24946,National Highways Authority Of India,155597,Mubarakpur-Biaora (NH-12) (New NH-46) Four-Laning Road Project  (Package-II of Bhopal-Biaora),1241,Contractor,N K C Projects Pvt. Ltd.,394083,India,"Registered Office:Unit No. 154, Vardhman Crown Mall, Plot No. 2 Sec-19, Plot No. 2, Sec-19 Dwarka,",110075,New Delhi,NCT of Delhi,,,compliance@nkcproject.com,www.nkcproject.com
24947,National Highways Authority Of India,155597,Muchukota-Bugga (NH-544D) Four Lane Highway Project (Package-2),2046,Contractor,Megha Engineering & Infrastructures Ltd.,379812,India,"Head Office:S-2, Technocrat Industrial Estate, Balanagar,",500037,Hyderabad,Telangana,91-40-44336700,91-40-44336800,info@meil.in,www.meil.in
24948,National Highways Authority Of India,155597,Mudhiyam Beach-Madhura Bazaar Road Upgradation Project (Bharatmala),1723,Promoter,Ministry Of Road Transport & Highways,301849,India,"Registered Office:Transport Bhavan, 1, Parliament Street,",110001,New Delhi,Delhi,91-11-23753991,,nr.gokarn@nic.in,www.morth.nic.in
24949,National Highways Authority Of India,155597,Mugaiyur-Marakkanam Four Laning section of NH-332 A Road Project (Package-II of Mahabalipuram-Puducherry section) (Bharatmala),1780,Consultant,Aarvee Associates Architects Engineers & Consultants Pvt. Ltd.,391779,India,"Registered Office:8-2-5, Ravula Residency, Srinagar Cly, Main Road,",500082,Hyderabad,Telangana,91-40-48483456,91-40-23736277,aarvee@aarvee.net,www.aarvee.com
24950,National Highways Authority Of India,155597,Mugaiyur-Marakkanam Four Laning section of NH-332 A Road Project (Package-II of Mahabalipuram-Puducherry section) (Bharatmala),1780,Contractor,S P L Infrastructure Pvt. Ltd.,516118,India,"Registered Office:No. 24 , Crescent Part Street, 1st Floor, T Nagar,",600018,Chennai,Tamil Nadu,91-44-48674770,91-44-2364787,info@splinfra.com,www.splinfra.com
24951,National Highways Authority Of India,155597,Mukarba Chowk-Mall Road (NS-3/DL) Highway Project,97,Consultant,Rites Ltd.,189557,India,"Corporate Office:Shikhar, Rites Bhawan, Plot No.1, Sector-29,",122001,Gurgaon,Haryana,91-124-2571666,91-124-2571660,info@rites.com,www.rites.com
24952,National Highways Authority Of India,155597,Mukarba Chowk-Mall Road (NS-3/DL) Highway Project,97,Turnkey contractor,Madhucon Projects Ltd.,134113,India,"Corporate Office:Madhucon House, Plot No.1129/A, Road No.36, Jubilee Hills,",500033,Hyderabad,Telangana,91-40-23556001,91-40-23556005,cs@madhucon.com,www.madhucon.com
24953,National Highways Authority Of India,155597,Mukkola-Kerala/Tamil Nadu Border (Karode) (NH-66) Four Laning Highway Project (Phase 2 of Kazhakuttam-Karode Highway) (Bharatmala),1084,Consultant,Secon Pvt. Ltd.,215980,India,"Corporate Office:Plot No. 147, 7-B, Road, Whitefield,",560066,Bengaluru,Karnataka,91-80-51197778,91-80-51194277,sesvy@blr.vsnl.net.in,www.secon-india.net
24954,National Highways Authority Of India,155597,Mukkola-Kerala/Tamil Nadu Border (Karode) (NH-66) Four Laning Highway Project (Phase 2 of Kazhakuttam-Karode Highway) (Bharatmala),1084,Contractor,Larsen & Toubro Ltd.,127106,India,"Head Office:L & T House, Ballard Estate,  Post Box 278,",400001,Mumbai,Maharashtra,91-22-67525656,91-22-23420814,Nehal.Shah@larsentoubro.com,www.larsentoubro.com
24955,National Highways Authority Of India,155597,Mukkola-Kerala/Tamil Nadu Border (Karode) (NH-66) Four Laning Highway Project (Phase 2 of Kazhakuttam-Karode Highway) (Bharatmala),1084,Financial collaborator,Kerala Infrastructure Investment Fund Board,119248,India,"Registered Office:2nd Floor, Felicity Square, Koder, Ln, Palayam,",695001,Thiruvananthapuram,Kerala,91-471-2780900,,financeadmin@kiifb.org,www.kiifb.kerala.gov.in
24956,National Highways Authority Of India,155597,Muli-Level Carriageway Project (Kanhan-Automotive Square),1263,Consultant,Consulting Engineers Group Ltd.,328249,India,"Registered Office:7th Floor, B-11(G), Industrial Area, Malviya Nagar,",302017,Jaipur,Rajasthan,91-141-2751801,91-141-2751806,accounts@cegindia.com,www.cegindia.com
24957,National Highways Authority Of India,155597,Muli-Level Carriageway Project (Kanhan-Automotive Square),1263,Consultant,K & J Projects Pvt. Ltd.,539032,India,"Registered Office:Shivam, 16 Nit Layout, Ravinagar,",440033,Nagpur,Maharashtra,91-712-2556402,91-712-2556403,contact@knjprojects.com,www.knjprojects.com
24958,National Highways Authority Of India,155597,Muli-Level Carriageway Project (Kanhan-Automotive Square),1263,Contractor,K C C Buildcon Pvt. Ltd.,413692,India,"Registered Office:B U 5, 2nd Floor, S F S Flats, Outer Ring Road, Pitampura,",110034,Delhi,NCT of Delhi,91-11-47581001,,kcc.del@gmail.com,www.kccbuildcon.co.in
24959,National Highways Authority Of India,155597,Mumbai Logistic Park Project,1386,Promoter,Ministry Of Road Transport & Highways,301849,India,"Registered Office:Transport Bhavan, 1, Parliament Street,",110001,New Delhi,Delhi,91-11-23753991,,nr.gokarn@nic.in,www.morth.nic.in
